,Port,Navire,Type Navire,Jauge Brute,Tirant Eau Entree Avant,Tirant Eau Entree Arriere,Tirant Eau Sortie Avant,Tirant Eau Sortie Arriere,Nbr Remorque Accostage,Nbr Remorque Appareillage,Nbr Remorque Changement,Nbr Remorque Assistance,Provenances,Destinations,Armateur Disposant,Armateur Proprietaire,Date Entrée au Port,Heure Entrée au Port,Date Entree Mouillage,Heure Entree Mouillage,Date Sortie Mouillage,Heure Sortie Mouillage,Date Accostage,Heure Accostage,Date App Quai,Heure App Quai,Poste Accostage,Date Appareillage Port,Heure Appareillage Port,Longueur,Tirant Eau,Sejour Rade (Jours),Sejour Mouillage (Jours),Sejour Quai (Jours),Sejour Port (Jours),Marchandise DAP Import,Tonnage DAP Import,Marchandise DAP Export,Tonnage DAP Export
9835,CASABLANCA,MSC SANDY III,PORTE CONTENEUR,25580,11.4,11.4,10.5,10.5,2,1,0,0,"LE HAVRE , ANTWERPEN , SAINT PETERSBURG (EX LENINGRAD)",LAS PALMAS DE GRAN CANARIA,MSC GENEVE,MSC GENEVE,10/03/2022,23:40,,,,,11/03/2022,00:20,11/03/2022,23:05,83,11/03/22,23:31,201.05,10.5,"1,34","0,00","0,95","2,33",CONTENEURS,10200.0,CONTENEURS,7800.0
9836,CASABLANCA,STADT DRESDEN,PORTE CONTENEUR,27971,11.0,11.2,11.0,11.0,1,1,0,0,"PIRAEUS , ALGECIRAS , MALTA (VALLETTA) , VALENCIA",TANGIER,ARKAS DENIZCILIK VE NAKLIYAT,ARKAS DENIZCILIK VE NAKLIYAT,08/03/2022,17:07,,,,,08/03/2022,17:55,11/03/2022,00:45,54,11/03/22,01:18,222.0,11.4,"2,90","0,00","2,28","5,24",CONTENEURS,8300.0,CONTENEURS,8000.0
9837,CASABLANCA,ARABIAN SEA,ROULIER,46800,7.4,8.2,8.0,8.3,2,1,0,0,"GEMLIK , SETÚBAL , BARCELONA",TANGER MED,NEPTUNE LINES SHIPPING,HYUNDAI GLOVIS CO LTD,11/03/2022,09:20,,,,,11/03/2022,10:00,11/03/2022,22:40,T5T6,11/03/22,23:02,183.0,9.0,"0,06","0,00","0,53","0,63",VEHICULES,500.0,VEHICULES,100.0
9838,CASABLANCA,THEMIS,VRAQUIER,34378,9.75,9.75,9.75,9.75,2,2,3,0,SANTOS,A ORDRE,PACIFIC BASIN,ITHACA SHIPPING SA,06/03/2022,01:11,,,,,06/03/2022,02:35,11/03/2022,07:00,"36 ,32 ,33 ,33",11/03/22,07:33,196.0,9.75,"3,08","0,00","5,18","8,34",SUCRE BRUT,37950.0,,0.0
9839,CASABLANCA,MAERSK NORFOLK,PORTE CONTENEUR,25888,9.9,10.4,9.9,10.4,2,2,0,0,"FOS-SUR-MER , GENOVA , VALENCIA , BARCELONA",ALGECIRAS,MAERSK LINE,MAERSK LINE,10/03/2022,04:50,,,,,10/03/2022,05:45,11/03/2022,08:30,80,11/03/22,08:54,211.0,11.4,"1,96","0,00","1,11","3,13",CONTENEURS,6670.0,CONTENEURS,3780.0
9840,CASABLANCA,CELINA,VRAQUIER,4073,5.25,5.7,4.0,4.0,0,0,0,0,KOPER,A ORDRE,CARGO INVEST GO.LTD.VALLETTA,CARGO INVEST GO.LTD.VALLETTA,11/03/2022,07:42,,,,,11/03/2022,08:20,11/03/2022,16:30,13,11/03/22,16:52,104.4,6.76,"0,73","0,00","0,34","1,11",VEHICULES,336.0,,0.0
9841,CASABLANCA,SANDBERG,CONVENTIONEL,2479,1.6,3.9,5.5,6.0,1,1,0,0,CASABLANCA,BEJAIA (EX BOUGIE),STAR SHIP DENIZCILIK VE.,STAR SHIP DENIZCILIK VE.,08/03/2022,23:36,,,,,09/03/2022,00:30,11/03/2022,23:15,"31 ,30",11/03/22,23:52,94.5,7.0,"2,34","0,00","2,95","5,35",,0.0,BOBINES TOLE,3200.0
9842,CASABLANCA,SCHOKLAND,CONVENTIONEL,2702,5.4,4.3,3.8,2.5,0,0,0,0,WISMAR,A ORDRE,AMASUS SHIPPING B.V,AMASUS SHIPPING B.V,10/03/2022,12:59,,,,,10/03/2022,13:35,11/03/2022,01:00,10,11/03/22,01:26,90.0,4.92,"1,68","0,00","0,48","2,20",BOIS EN FARDEAUX,2720.661,,0.0
9843,CASABLANCA,TINA,PORTE CONTENEUR,7519,7.4,7.0,7.4,7.0,0,0,0,0,"GIJON , SINES , ROTTERDAM , TILBURY , BILBAO , VIGO , LEIXOES",LAS PALMAS DE GRAN CANARIA,"HOLWERDA SHIPMANAGEMENT B,V","HOLWERDA SHIPMANAGEMENT B,V",08/03/2022,20:42,,,,,08/03/2022,21:15,10/03/2022,02:45,74,10/03/22,02:59,137.5,7.8,"2,66","0,00","1,23","3,92",CONTENEURS,250.0,CONTENEURS,300.0
9844,CASABLANCA,MSC RIONA,PORTE CONTENEUR,16801,10.1,9.0,10.5,10.5,2,2,0,0,"LA SPEZIA , VALENCIA , BARCELONA",VALENCIA,MSC GENEVE,MSC GENEVE,09/03/2022,04:21,,,,,09/03/2022,05:15,10/03/2022,22:50,83,10/03/22,23:29,184.1,10.5,"2,88","0,00","1,73","4,68",CONTENEURS,16800.0,CONTENEURS,8200.0
9845,CASABLANCA,VISITOR,PORTE CONTENEUR,9990,7.0,8.0,7.0,8.0,0,0,0,0,ALGECIRAS,LISBOA,XPRESS CONTAINERS LINE,XPRESS CONTAINERS LINE,10/03/2022,03:04,,,,,10/03/2022,03:35,10/03/2022,15:40,74,10/03/22,15:58,134.44,8.7,"0,48","0,00","0,50","1,02",CONTENEURS,4819.0,CONTENEURS,182.0
9846,CASABLANCA,GRAND LEGACY,VOITURIER,59217,8.6,8.8,7.6,7.8,2,1,0,0,"TAIPEI , NAGOYA, AICHI , SHANGHAI , LAEM CHABANG",A ORDRE,NORDVEST SHIPPING AS,DYNAMIC LISTENER SHIPPING S.A,09/03/2022,14:37,,,,,09/03/2022,15:30,10/03/2022,05:55,71,10/03/22,06:25,200.0,9.6,"3,44","0,00","0,60","4,10",VEHICULES,1178.074,,0.0
9847,CASABLANCA,HELENE,PORTE CONTENEUR,9996,7.8,8.1,8.0,8.2,2,1,0,0,ALGECIRAS,ALGECIRAS,MAERSK LINE,MAERSK LINE,09/03/2022,01:10,,,,,09/03/2022,02:00,10/03/2022,04:10,80,10/03/22,04:35,139.0,7.4,"4,38","0,00","1,09","5,52",CONTENEURS,3770.0,CONTENEURS,2880.0
9848,CASABLANCA,SIGMA VENTURE,VRAQUIER,24212,9.75,9.75,3.65,6.15,3,2,0,0,ROUEN,A ORDRE,BRIDGETOWER LIMITD,BRIDGETOWER LIMITD,07/03/2022,04:29,,,,,07/03/2022,05:20,10/03/2022,16:20,60,10/03/22,16:53,180.0,14.7,"8,04","0,00","3,46","11,56",BLE TENDRE,31598.0,,0.0
9849,CASABLANCA,KAIFONG,VRAQUIER,22360,8.05,8.07,4.76,6.0,2,2,0,0,TUAPSE,A ORDRE,SWIRE BULK HOLDINGS PTE LTD,SWIRE BULK HOLDINGS PTE LTD,05/03/2022,21:54,,,,,05/03/2022,23:10,10/03/2022,14:40,"35 ,35",10/03/22,15:12,179.99,14.6,"0,33","0,00","4,65","5,05",PIECES TOLES,25200.0,,0.0
9850,CASABLANCA,ISOLDA,VRAQUIER,21387,4.0,5.9,8.56,8.82,2,1,0,0,BELFAST,POLICE,POLSTEAM SHIPPING COMPANY LTD,POLSTEAM SHIPPING COMPANY LTD,09/03/2022,09:07,,,,,09/03/2022,09:50,10/03/2022,21:45,66,10/03/22,22:15,199.9,10.67,"3,80","0,00","1,50","5,35",,0.0,PHOSPHATE VRAC,25800.0
9851,CASABLANCA,NAVIN OSPREY,VRAQUIER,5087,6.8,7.2,5.9,6.0,2,0,0,0,ZONGULDAK,A ORDRE,BRIGHT SHIPPING,NORDIC STORM NAVIGATION LTD.,09/03/2022,00:02,,,,,09/03/2022,00:45,10/03/2022,22:55,11,10/03/22,23:33,112.8,7.01,"2,52","0,00","1,92","4,50",FARDEAUX FER,6952.0,,0.0
9852,CASABLANCA,GRANDE FRANCIA,ROULIER,57000,9.8,9.8,9.8,9.8,1,1,0,0,"ANTWERPEN , HAMBURG",DAKAR,GRIMALDI GROUPE NAPOLI,GRIMALDI DEEP SEA S.P.A,10/03/2022,06:50,,,,,10/03/2022,07:30,10/03/2022,22:00,71,10/03/22,22:20,214.0,10.29,"3,10","0,00","0,60","3,74",CONTENEURS,10000.0,CONTENEURS,500.0
9853,CASABLANCA,OCEAN TRADER,CONVENTIONEL,6668,6.3,7.5,3.5,5.2,0,1,0,0,HAMINA (FREDRIKSHAMN),A ORDRE,OCEAN STAR SHIPPING GMBH & CO.KG,OCEAN STAR SHIPPING GMBH & CO.KG,08/03/2022,22:59,,,,,08/03/2022,23:40,10/03/2022,12:50,30,10/03/22,13:16,107.0,8.2,"0,02","0,00","1,55","1,62",BOIS EN FARDEAUX PREELING,4465.0,,0.0
9854,CASABLANCA,REKON,TANKER,4310,5.7,6.0,4.4,5.5,0,0,0,0,CARTAGENA,A ORDRE,DYLAN MARITIME 11 LLC.,DENSA TANKERS ISLEMECILIGI LTD SIRK,08/03/2022,06:38,,,,,08/03/2022,07:25,10/03/2022,22:10,36,10/03/22,22:36,121.62,6.32,"1,94","0,00","2,61","4,61",HUILE DE SOJA,5000.0,,0.0
9855,CASABLANCA,MECIT KAPTAN,CONVENTIONEL,1243,4.6,5.2,3.0,3.6,1,0,0,0,NEMRUT BAY,A ORDRE,ARSIMA MARITIME CORP.,ARSIMA MARITIME CORP.,09/03/2022,15:05,,,,,09/03/2022,15:45,10/03/2022,12:00,10,10/03/22,12:21,76.6,5.2,"1,06","0,00","0,84","1,94",FARDEAUX FER,2090.26,,0.0
9856,CASABLANCA,REPUBBLICA  ARGENTINA,ROULIER,51925,9.6,9.6,9.0,9.0,2,2,0,0,"MARSEILLE , LIVORNO , SALERNO , GENOVA , SÈTE",DAKAR,GRIMALDI GROUPE NAPOLI,GRIMALDI GROUPE NAPOLI,07/03/2022,16:08,,,,,07/03/2022,17:00,09/03/2022,14:10,"71 ,70",09/03/22,14:36,209.0,9.7,"4,42","0,00","1,88","6,35",CONTENEURS,800.0,CONTENEURS,1000.0
9857,CASABLANCA,MSC MONICA,PORTE CONTENEUR,37398,11.8,11.8,11.8,11.8,3,2,0,0,"LE HAVRE , ANTWERPEN",LAS PALMAS DE GRAN CANARIA,MSC GENEVE,MSC GENEVE,07/03/2022,22:28,,,,,08/03/2022,00:05,09/03/2022,03:35,83,09/03/22,04:10,242.81,9.0,"7,50","0,00","1,15","8,74",CONTENEURS,5800.0,CONTENEURS,8200.0
9858,CASABLANCA,X PRESS MONTE BIANCO,PORTE CONTENEUR,6434,6.9,7.2,6.9,7.2,0,0,0,0,"VALENCIA , BARCELONA",ALGECIRAS,FAIRMONT PTE LTD,FAIRMONT PTE LTD,08/03/2022 | 09/03/2022,12:54 | 06:18,,,,,08/03/2022 | 09/03/2022,13:30 | 07:00,08/03/2022 | 09/03/2022,20:10 | 23:25,"74 ,51",09/03/22,23:53,134.0,8.0,"5,15","0,00","0,96","6,21",CONTENEURS,1584.0,CONTENEURS,200.0
9859,CASABLANCA,MACARENA B,PORTE CONTENEUR,7519,7.4,7.0,7.4,7.0,0,0,0,0,"GIJON , SINES , BILBAO , VIGO",FIGUEIRA DA FOZ,WEC LINES,BOLUDA LINES S.A,08/03/2022,14:05,,,,,08/03/2022,14:45,09/03/2022,07:15,72,09/03/22,07:31,137.5,9.5,"4,77","0,00","0,69","5,49",CONTENEURS,250.0,CONTENEURS,300.0
9860,CASABLANCA,PAULINE RUSS,ROULIER,10488,6.7,7.6,7.6,7.8,1,1,0,0,MARSEILLE,MARSEILLE,PAULINE RUSS SCHIFFAHRTSGES MBH&CO,PAULINE RUSS SCHIFFAHRTSGES MBH&CO,08/03/2022,11:00,,,,,08/03/2022,11:35,09/03/2022,05:55,"51 ,R.H",09/03/22,06:22,153.44,7.0,"2,64","0,00","0,76","3,45",CONTENEURS,2301.0,CONTENEURS,1987.0
9861,CASABLANCA,SEA PRINCESS,CONVENTIONEL,2607,4.0,4.7,4.0,4.0,0,0,0,0,"NEMRUT BAY , ALIAGA","A ORDRE , KOPER",VULCANIA S.R.L,SEA PRINCES MARITIME LTD,08/03/2022,00:02,,,,,08/03/2022,00:40,09/03/2022,22:55,T2,09/03/22,23:23,89.73,4.5,"0,99","0,00","1,93","2,96",BOBINES TOLE,2369.52,,0.0
9862,CASABLANCA,BF ESPERANZA,PORTE CONTENEUR,9990,5.1,5.7,6.7,7.4,0,1,0,0,"ALGECIRAS , BARCELONA",ALGECIRAS,B.F SHIPMANAGEMENT GMBH,B.F SHIPMANAGEMENT GMBH,08/03/2022,00:21,,,,,08/03/2022,00:50,09/03/2022,00:50,80,09/03/22,01:19,134.44,8.71,"5,13","0,00","1,00","6,17",CONTENEURS,3770.0,CONTENEURS,3220.0
9863,CASABLANCA,ORAMALIA,TANKER,3933,6.5,7.1,5.0,5.0,0,0,0,0,BREST,A ORDRE,SIMONSEN CHARTERING APS,SIMONSEN CHARTERING APS,06/03/2022,16:11,,,,,06/03/2022,16:50,09/03/2022,20:45,"22 ,T5T6 ,22",09/03/22,21:11,103.0,8.7,"0,07","0,00","3,16","3,28",HUILE DE SOJA,6000.0,,0.0
9864,CASABLANCA,GRANDE ABIDJAN,ROULIER,71543,10.35,10.35,9.8,9.8,1,1,0,0,ANTWERPEN,DAKAR,GRIMALDI GROUPE NAPOLI,GRIMALDI GROUPE NAPOLI,07/03/2022,15:06,,,,,07/03/2022,16:00,08/03/2022,11:55,74,08/03/22,12:18,237.0,9.97,"4,96","0,00","0,83","5,85",CONTENEURS,1000.0,CONTENEURS,500.0
9865,CASABLANCA,AS FREYA,PORTE CONTENEUR,14067,9.1,9.3,6.3,6.8,2,1,0,0,"VALENCIA , BARCELONA",BARCELONA,"AS FREYA"" SCHIFFFAHRTSGESELLSCHAFT","AS FREYA"" SCHIFFFAHRTSGESELLSCHAFT",05/03/2022,23:55,,,,,06/03/2022,00:55,08/03/2022,10:35,51,08/03/22,11:01,154.59,9.0,"2,88","0,00","2,40","5,34",CONTENEURS,12560.0,CONTENEURS,2066.0
9866,CASABLANCA,PINARA,PORTE CONTENEUR,18334,10.7,10.7,7.6,7.8,2,1,0,0,"LA SPEZIA , PIRAEUS , ALGECIRAS , BEIRUT , EL ISKANDARIYA (= ALEXANDRIA) , MERSIN , SALERNO , LATAKIA",ALGECIRAS,CMA CGM MAROC,ATLANTIC PINARA AS,06/03/2022,02:35,,,,,06/03/2022,03:20,08/03/2022,00:20,54,08/03/22,00:49,175.59,10.9,"5,54","0,00","1,88","7,47",CONTENEURS,11274.0,CONTENEURS,6700.0
9867,CASABLANCA,CMA CGM JANE,PORTE CONTENEUR,25715,9.4,9.5,9.4,9.5,1,1,0,0,"FOS-SUR-MER , GENOVA , VALENCIA , BARCELONA",ALGECIRAS,MAERSK LINE,CMA CGM S.A,03/03/2022,22:51,,,,,03/03/2022,23:40,08/03/2022,00:00,80,08/03/22,00:29,177.5,9.7,"3,03","0,00","4,01","7,10",CONTENEURS,6770.0,CONTENEURS,4220.0
9868,CASABLANCA,STRATEGIC VISION,VRAQUIER,22662,9.6,9.7,4.0,4.5,5,4,0,0,CONSTANTA,A ORDRE,POLAMARIS NV,POLAMARIS NV,23/02/2022 | 27/02/2022,17:46 | 21:40,,,,,23/02/2022 | 27/02/2022,19:00 | 23:00,25/02/2022 | 08/03/2022,09:45 | 04:25,"T3T4 ,34 ,32 ,32",08/03/22,05:20,186.4,10.99,"2,69","0,00","9,84","12,70",COLZA (TOURTEAUX DE COLZA),17064.92,,0.0
9869,CASABLANCA,OCMIS GAR,CONVENTIONEL,4150,6.2,6.4,3.1,3.9,1,3,1,0,ALGER (ALGIERS),A ORDRE,SIMCO TRADE SHIPPING CO. SARL,GAR MRITIME CO. LTD,23/02/2022 | 27/02/2022,21:53 | 14:26,,,,,23/02/2022 | 27/02/2022,22:30 | 15:05,25/02/2022 | 08/03/2022,17:25 | 20:20,"35 ,35 ,34 ,A5",08/03/22,20:59,100.6,6.81,"1,87","0,00","11,01","12,99",VERRE EN VRAC,4566.0,,0.0
9870,CASABLANCA,MBC DAISY,VRAQUIER,10154,7.55,7.05,6.5,5.0,2,2,0,0,KHERSON,A ORDRE,INTERSCO LIMITED,MEDITERRNEAN BULK COMPANY LTD.,03/03/2022,07:27,,,,,03/03/2022,08:25,08/03/2022,21:10,"30 ,30",08/03/22,21:53,145.6,8.2,"2,21","0,00","5,53","7,81",SON DE BLE EN VRAC,13000.0,,0.0
9871,CASABLANCA,GOLDEN CECILIE,VRAQUIER,34311,5.52,7.42,5.6,6.0,5,4,0,0,"SAN LORENZO , NECOCHEA",A ORDRE,XO SHIPPING SA,XO SHIPPING SA,27/02/2022 | 05/03/2022,22:50 | 20:40,,,,,28/02/2022 | 05/03/2022,00:25 | 22:10,02/03/2022 | 08/03/2022,00:05 | 16:05,"20 ,20",08/03/22,16:36,198.0,11.0,"8,12","0,00","4,73","13,05",BLE TENDRE,32800.0,,0.0
9872,CASABLANCA,ASIAN MOON,PORTE CONTENEUR,9956,5.9,7.4,6.8,7.4,1,0,0,0,"ROTTERDAM , VIGO , HAMBURG",AGADIR,NIRINT SHIPPING,NIRINT SHIPPING,08/03/2022,00:40,,,,,08/03/2022,01:30,08/03/2022,06:25,54,08/03/22,06:51,148.0,8.51,"4,88","0,00","0,20","5,13",CONTENEURS,3220.0,,0.0
9873,CASABLANCA,TAGUS RIVER,CONVENTIONEL,4922,4.6,5.1,4.0,4.5,0,0,0,0,EL'ARISH,A ORDRE,PALMALI SHIPPING ISTANBUL,PALMALI SHIPPING ISTANBUL,05/03/2022,05:45,,,,,05/03/2022,06:35,08/03/2022,23:35,"10 ,10",08/03/22,23:52,121.7,5.06,"3,50","0,00","3,71","7,25",CIMENT EN SACS PRE ELINGUES,6000.6,,0.0
9874,CASABLANCA,ATLANTIC HORIZON,CONVENTIONEL,3990,5.0,5.7,4.0,4.0,0,0,0,0,BERMEO,A ORDRE,NAVIERA SICAR,ATLANTIC HORIZON SHIPPING CORP.,04/03/2022,17:51,,,,,04/03/2022,18:30,07/03/2022,23:55,T2,08/03/22,00:12,110.78,6.51,"0,06","0,00","3,23","3,32",FARDEAUX DE BOIS,2919.955,,0.0
9875,CASABLANCA,VIKING DIAMOND,ROULIER,39362,7.8,7.8,7.9,7.7,1,1,0,0,"MONTOIR-DE-BRETAGNE , ZEEBRUGGE , VIGO",TANGER MED,OSM SHIP MANAGEMENT PTE. LTD,OSM SHIP MANAGEMENT PTE. LTD,07/03/2022,06:31,,,,,07/03/2022,07:15,08/03/2022,05:05,T5T6,08/03/22,05:42,167.25,8.6,"0,04","0,00","0,91","1,01",VEHICULES,500.0,,0.0
9876,CASABLANCA,PINDO,VRAQUIER,5040,4.3,5.3,3.5,4.2,0,0,0,0,TARRAGONA,A ORDRE,NAVIERA SICAR,NAVIERA SICAR,07/03/2022,21:26,,,,,07/03/2022,22:05,08/03/2022,22:30,13,08/03/22,23:07,119.98,7.03,"1,86","0,00","1,02","2,94",FARDEAUX FER,3605.0,,0.0
9877,CASABLANCA,ODYSSEUS,PORTE CONTENEUR,28592,9.4,9.7,9.4,9.7,1,1,0,0,"PIRAEUS , BURGAS , BARCELONA",PIRAEUS,COSMOSHIP MANAGEMENT SA,COSMOSHIP MANAGEMENT SA,03/03/2022,22:21,,,,,03/03/2022,23:15,07/03/2022,14:15,71,07/03/22,14:46,222.15,12.37,"2,41","0,00","3,63","6,10",CONTENEURS,9500.0,CONTENEURS,3800.0
9878,CASABLANCA,CIELO DI RABAT,PORTE CONTENEUR,21531,10.4,10.4,7.0,7.0,1,1,0,0,TANGER MED,TANGER MED,D AMICO DRY LTD,D AMICO DRY LTD,02/03/2022,12:25,,,,,02/03/2022,13:15,07/03/2022,13:50,74,07/03/22,14:20,182.0,11.55,"1,89","0,00","5,02","6,97",CONTENEURS,18663.0,CONTENEURS,9000.0
9879,CASABLANCA,SONATA	,PORTE CONTENEUR,9957,8.4,8.0,10.5,10.5,1,0,0,0,VALENCIA,VALENCIA,MSC GENEVE,MSC GENEVE,04/03/2022,11:47,,,,,04/03/2022,12:25,07/03/2022,21:55,83,07/03/22,22:12,147.8,10.5,"2,08","0,00","3,40","5,52",CONTENEURS,16170.0,CONTENEURS,7500.0
9880,CASABLANCA,MAVERICK,VRAQUIER,23662,9.75,9.75,6.5,7.0,3,2,0,0,ROUEN,A ORDRE,OLDENDORFF CARRIERS GMBH & CO.KG,OLDENDORFF CARRIERS GMBH & CO.KG,02/03/2022,14:06,,,,,02/03/2022,15:05,07/03/2022,03:55,60,07/03/22,04:31,181.0,10.62,"0,11","0,00","4,53","4,71",ORGE,31500.0,,0.0
9881,CASABLANCA,VAASABORG,CONVENTIONEL,6130,6.18,6.8,4.0,5.0,1,0,0,0,BOLLSTABRUK,A ORDRE,WAGENBORG SHIPPING B.V,WAGENBORG REDERIJ B.V,05/03/2022,15:18,,,,,05/03/2022,16:10,07/03/2022,21:25,13,07/03/22,21:43,132.23,7.52,"0,04","0,00","2,22","2,31",BOIS EN FARDEAUX PREELING,4695.0,,0.0
9882,CASABLANCA,ELBSPIRIT,PORTE CONTENEUR,36087,11.3,11.3,9.6,9.8,2,1,0,0,"MALTA FREEPORT DISTRIPARK , PIRAEUS , ALIAGA , GEBZE , AMBARLI , ODESSA , VALENCIA , CONSTANTA",TANGER MED,"MS ""ELBSPIRIT"" GMBH & CO. KG","MS ""ELBSPIRIT"" GMBH & CO. KG",02/03/2022,12:12,,,,,02/03/2022,13:10,06/03/2022,01:40,54,06/03/22,02:11,228.62,12.0,"3,00","0,00","3,52","6,58",CONTENEURS,19265.0,CONTENEURS,9600.0
9883,CASABLANCA,NORD MISSOURI,VRAQUIER,34558,10.0,10.0,5.0,5.5,6,4,0,0,MAPUTO,A ORDRE,NORDEN A/S,NORDEN A/S,22/02/2022 | 28/02/2022,16:34 | 00:55,,,,,22/02/2022 | 28/02/2022,17:25 | 01:50,25/02/2022 | 06/03/2022,11:15 | 14:10,"62 ,62",06/03/22,14:46,199.99,12.94,"3,89","0,00","9,26","13,28",CHARBON,40559.0,,0.0
9884,CASABLANCA,POLA AGATA,CONVENTIONEL,6305,4.05,4.05,2.0,2.9,0,0,0,0,AZOV,A ORDRE,POLA RISE,POLA RISE,02/03/2022,00:47,,,,,02/03/2022,01:50,06/03/2022,15:55,"22 ,T5T6 ,22 ,23 ,24 ,22",06/03/22,16:24,141.0,4.1,"1,15","0,00","4,59","5,80",SON DE BLE EN VRAC,6270.0,,0.0
9885,CASABLANCA,MARGOT,CONVENTIONEL,2461,4.4,4.8,2.8,3.2,0,0,0,0,ANTWERPEN,A ORDRE,EXPORTMAR,BOECKMANS NV,04/03/2022,16:53,,,,,04/03/2022,17:35,06/03/2022,23:15,"11 ,11",06/03/22,23:45,88.0,5.6,"0,92","0,00","2,24","3,20",BOIS EN FARDEAUX,1394.0,,0.0
9886,CASABLANCA,ATLANTIC GREEN,PORTE CONTENEUR,9962,6.5,8.5,6.3,6.8,0,0,0,0,"ROTTERDAM , TILBURY , VIGO , HAMBURG",AGADIR,CMA-CGM,FOUR SILVER S.A.,04/03/2022,09:04,,,,,04/03/2022,09:50,05/03/2022,23:15,51,05/03/22,23:46,135.0,8.7,"1,28","0,00","1,56","2,89",CONTENEURS,3045.0,CONTENEURS,1250.0
9887,CASABLANCA,AETERNO,VRAQUIER,23432,9.82,9.95,4.39,6.4,4,4,2,0,ROUEN,A ORDRE,TRITHORN BULK,TRITHORN BULK,27/02/2022 | 02/03/2022,23:16 | 14:34,,,,,28/02/2022 | 02/03/2022,00:10 | 15:45,02/03/2022 | 05/03/2022,02:35 | 16:25,"T3T4 ,20 ,20",05/03/22,17:03,180.0,10.09,"4,89","0,00","5,13","10,17",BLE TENDRE,27333.44,,0.0
9888,CASABLANCA,NERMIN KARABEKIR,VRAQUIER,7503,6.5,7.0,4.3,5.2,0,0,0,0,BORDEAUX,A ORDRE,NOORDRIVER SHIPPING B.V,NOORDRIVER SHIPPING B.V,03/03/2022,12:05,,,,,03/03/2022,12:45,05/03/2022,01:20,13,05/03/22,01:46,122.2,7.98,"2,64","0,00","1,52","4,21",PNEUS DECHIQUETES,5029.26,,0.0
9889,CASABLANCA,HIRA V,TANKER,4336,5.5,7.6,3.0,3.5,0,0,0,0,"CARTAGENA , BARCELONA",A ORDRE,VEYSEL VARDAL SHIPPING,HIRA SHIPPING,03/03/2022,07:39,,,,,03/03/2022,08:30,05/03/2022,18:25,"36 ,36",05/03/22,18:49,113.5,6.79,"1,80","0,00","2,41","4,26",HUILE DE SOJA,6000.0,,0.0
9890,CASABLANCA,BRENS,CONVENTIONEL,4968,4.2,5.25,3.8,4.5,0,1,0,0,SAGUNTO,A ORDRE,ARCELORMITTAL,BRENS SHIPPING UNIPESSOAL LDA,04/03/2022,16:46,,,,,04/03/2022,17:20,05/03/2022,05:20,10,05/03/22,05:51,118.55,7.31,"3,39","0,00","0,50","3,94",BOBINES TOLE,2425.23,,0.0
9891,CASABLANCA,JADELAND,CONVENTIONEL,4220,5.45,6.1,3.0,4.0,0,1,0,0,"HAMINA (FREDRIKSHAMN) , KASKÖ (KASKINEN)",A ORDRE,"MS ""JADELAND"" GMBH & CO. KG","MS ""JADELAND"" GMBH & CO. KG",03/03/2022,19:39,,,,,03/03/2022,20:40,05/03/2022,00:45,35,05/03/22,01:20,106.04,5.97,"0,03","0,00","1,17","1,26",BOIS EN FARDEAUX PREELING,3332.0,,0.0
9892,CASABLANCA,MSC JENNY,PORTE CONTENEUR,28397,9.0,9.2,9.5,9.7,2,3,0,0,"LA SPEZIA , VALENCIA , BARCELONA",VALENCIA,MSC GENEVE,MSC GENEVE,24/02/2022 | 02/03/2022,19:53 | 15:32,,,,,24/02/2022 | 02/03/2022,20:40 | 16:15,25/02/2022 | 04/03/2022,09:20 | 01:00,"83 ,83",04/03/22,01:29,200.23,10.5,"6,74","0,00","1,89","8,73",CONTENEURS,17100.0,CONTENEURS,9600.0
9893,CASABLANCA,FREDERIK,PORTE CONTENEUR,14072,8.0,8.6,8.0,8.0,1,1,0,0,"LE HAVRE , TANGER MED , ANTWERPEN , LONDON GATEWAY PORT , ROTTERDAM , HAMBURG",AGADIR,LENIS SHIPPING CO.LTD,REEDEREI RUDOLF  SCHEPERS  /  GERMA,02/03/2022,17:35,,,,,02/03/2022,18:20,04/03/2022,08:40,51,04/03/22,09:10,154.59,9.5,"0,02","0,00","1,60","1,67",CONTENEURS,6562.0,CONTENEURS,2850.0
9894,CASABLANCA,DAY BLUE,CONVENTIONEL,2834,5.6,6.0,3.0,4.0,0,0,0,0,KOLDING,A ORDRE,FRISIAN SHIPBROAKERS GMBH,ALNILAM SHIPPING CO.,27/02/2022,12:50,,,,,27/02/2022,13:35,04/03/2022,16:25,R4,04/03/22,16:54,89.8,5.67,"0,23","0,00","5,12","5,40",FERRAILLE,3642.0,,0.0
9895,CASABLANCA,HARVESTER,VRAQUIER,23651,4.2,6.2,10.26,10.26,2,2,0,0,SAFI,RIGA,REEDEREI MS GRAINBRAIN I  GMBH &,REEDEREI MS GRAINBRAIN I  GMBH &,02/03/2022,08:26,,,,,02/03/2022,09:15,04/03/2022,12:35,66,04/03/22,13:10,181.0,10.62,"5,08","0,00","2,14","7,28",,0.0,PHOSPHATE VRAC,35300.0
